Id,House name,House place,House price,House introduction,room_count,min_area,max_area,avg_area,property_type,price_flag
1900,德信杭州之翼,上城,33000.0,建筑面积：53-71㎡,,53.0,71.0,62.0,住宅,正常
1901,保利中央公馆商铺,上城,57418.0,建筑面积：103.31-170㎡,,103.31,170.0,136.655,住宅,正常
1902,越秀维多利中心,上城,57231.0,建筑面积：1100-1992㎡,,1100.0,1992.0,1546.0,住宅,正常
1903,赞成世纪广场,临平,26505.0,建筑面积：42-200㎡,,42.0,200.0,121.0,住宅,正常
1904,万马伊顿庄园,杭州周边,18042.0,建筑面积：152659㎡,,,,,住宅,正常
1905,迪凯城星国际,上城,69363.0,建筑面积：2000-2050㎡,,2000.0,2050.0,2025.0,住宅,正常
1906,巴比松法式风情小镇,桐庐县,18429.0,建筑面积：34000㎡,,,,,住宅,正常
1907,西溪龙御,西湖,55328.0,建筑面积：101000㎡,,,,,住宅,正常
1908,西溪望庄,余杭,50703.0,建筑面积：70000㎡,,,,,住宅,正常
1909,万马万锦山庄,杭州周边,17686.0,建筑面积：40㎡,,,,,住宅,正常
1910,三江名爵商务公馆,滨江,48292.0,建筑面积：23110㎡,,,,,住宅,正常
1911,山水水印林语,杭州周边,22577.0,建筑面积：100000㎡,,,,,住宅,正常
1912,青城山语间,杭州周边,17845.0,建筑面积：242300㎡,,,,,住宅,正常
1913,桐庐君豪中心,桐庐县,19667.0,建筑面积：6958㎡,,,,,住宅,正常
1914,欢腾国际,萧山,47441.0,建筑面积：87886㎡,,,,,住宅,正常
1915,中天MCC,西湖,52829.0,建筑面积：70898㎡,,,,,住宅,正常
1916,莱茵矩阵国际,拱墅,52425.0,建筑面积：82099㎡,,,,,住宅,正常
1917,海智创业茂,余杭,50283.0,建筑面积：158000㎡,,,,,住宅,正常
1918,财富公馆,萧山,34399.0,建筑面积：16590㎡,,,,,住宅,正常
1919,世茂广场天誉,钱塘,27393.0,建筑面积：169623㎡,,,,,住宅,正常
1920,杭州东部国际商务中心商铺,钱塘,28216.0,建筑面积：110966㎡,,,,,住宅,正常
1921,博地中心,萧山,36000.0,建筑面积：289900㎡,,,,,住宅,正常
1922,中欧城,桐庐县,17805.0,建筑面积：9360㎡,,,,,住宅,正常
1923,世茂中心,滨江,69509.0,建筑面积：180000㎡,,,,,住宅,正常
1924,浙商财富中心,余杭,26250.0,建筑面积：130000㎡,,,,,住宅,正常
1925,旺君国际,余杭,47063.0,建筑面积：699955㎡,,,,,住宅,正常
1926,龙湖滨江天街,滨江,58928.0,建筑面积：600000㎡,,,,,住宅,正常
1927,保亿中心,萧山,36000.0,建筑面积：160779㎡,,,,,住宅,正常
1928,杭州明石商业大厦,上城,52306.0,建筑面积：26514㎡,,,,,住宅,正常
1929,佳源银座,拱墅,53780.0,建筑面积：55000㎡,,,,,住宅,正常
1930,IT公园,余杭,48062.0,建筑面积：200712㎡,,,,,住宅,正常
1931,奥克斯创智一号,余杭,49018.0,建筑面积：90000㎡,,,,,住宅,正常
1932,浙江商会大厦,萧山,36000.0,建筑面积：125100㎡,,,,,住宅,正常
1933,临平西子国际,临平,26214.0,建筑面积：144196㎡,,,,,住宅,正常
1934,郡原公元时代,钱塘,32176.0,建筑面积：147308㎡,,,,,住宅,正常
1935,郡原公元里,西湖,51084.0,建筑面积：77595㎡,,,,,住宅,正常
1936,迪凯金座,上城,68258.0,建筑面积：121840㎡,,,,,住宅,正常
1937,中豪五福天地,上城,61197.0,建筑面积：300000㎡,,,,,住宅,正常
1938,银润星座,拱墅,25000.0,建筑面积：15034㎡,,,,,住宅,正常
1939,钱盛商厦梦公馆,萧山,39435.0,建筑面积：17784㎡,,,,,住宅,正常
1940,观奥宸府,萧山,31500.0,3室/4室/建筑面积：99-132㎡,3,99.0,132.0,115.5,住宅,正常
1941,众安岚荷芸府,西湖,36800.0,4室/建筑面积：125-163㎡,4,125.0,163.0,144.0,住宅,正常
1942,杭与城,余杭,36100.0,3室/4室/5室/建筑面积：106-229㎡,3,106.0,229.0,167.5,住宅,正常
1943,绿城·汀岸芷兰,西湖,41190.0,4室/5室/建筑面积：139-225㎡,4,139.0,225.0,182.0,住宅,正常
1944,中天大家悦潮云望府,萧山,31500.0,3室/4室/建筑面积：105-130㎡,3,105.0,130.0,117.5,住宅,正常
1945,滨江万潮星汇,上城,60000.0,商业/建筑面积：36-69㎡,商业,36.0,69.0,52.5,商业,正常
1946,金隅会潮悦府,上城,46500.0,4室/建筑面积：135-165㎡,4,135.0,165.0,150.0,住宅,正常
1947,紫阅云宸里,西湖,36800.0,3室/4室/建筑面积：110-139㎡,3,110.0,139.0,124.5,住宅,正常
1948,风荷叠翠府,临平,22600.0,3室/4室/建筑面积：95-130㎡,3,95.0,130.0,112.5,住宅,正常
1949,钱塘里,杭州周边,25000.0,3室/4室/建筑面积：85-139㎡,3,85.0,139.0,112.0,住宅,正常
1950,湖光山社,临安,22300.0,3室/4室/别墅/建筑面积：97-192㎡,3,97.0,192.0,144.5,别墅,正常
1951,德信博宸君府,临平,431.0,2室/3室/别墅/建筑面积：59-136㎡,2,59.0,136.0,97.5,别墅,别墅价格异常低
1952,前湾南区,萧山,1309.0,4室/别墅/建筑面积：175-255㎡,4,175.0,255.0,215.0,别墅,正常
1953,佳兆业棹月雅府,上城,46500.0,3室/4室/建筑面积：98-143㎡,3,98.0,143.0,120.5,住宅,正常
1954,香悦和鸣府,临平,463.0,3室/4室/别墅/建筑面积：108-149㎡,3,108.0,149.0,128.5,别墅,别墅价格异常低
1955,风尚望和湾,拱墅,50186.0,3室/4室/建筑面积：94-149㎡,3,94.0,149.0,121.5,住宅,正常
1956,滨江建杭江晖府,滨江,51500.0,4室/5室/建筑面积：169-238㎡,4,169.0,238.0,203.5,住宅,正常
1957,阳光城东原印江滨,萧山,32000.0,3室/4室/建筑面积：89-106.55㎡,3,89.0,106.55,97.775,住宅,正常
1958,月咏新辰轩,余杭,30500.0,3室/4室/建筑面积：105-139㎡,3,105.0,139.0,122.0,住宅,正常
1959,滨江福翠里,余杭,31200.0,3室/4室/建筑面积：99-139㎡,3,99.0,139.0,119.0,住宅,正常
1960,龙大江景府,建德市,23000.0,3室/4室/别墅/建筑面积：108-155㎡,3,108.0,155.0,131.5,别墅,正常
1961,恒文璞悦江南府,临平,23600.0,2室/3室/建筑面积：89-120㎡,2,89.0,120.0,104.5,住宅,正常
1962,紫萱海悦公寓,西湖,26000.0,商业/建筑面积：38㎡,商业,,,,商业,正常
1963,复地壹中心,拱墅,26000.0,商业/建筑面积：60-109.93㎡,商业,60.0,109.93,84.965,商业,正常
1964,泰禾杭州院子,余杭,,别墅/建筑面积：155-195㎡,别墅,155.0,195.0,175.0,别墅,正常
1965,杭州颐和山庄,临安,22804.0,3室/别墅/建筑面积：119.36-134.88㎡,3,119.36,134.88,127.12,别墅,正常
1966,中尚汇府,拱墅,35000.0,建筑面积：35-42㎡,,35.0,42.0,38.5,住宅,正常
1967,芳翠锦绣府,拱墅,47000.0,4室/5室/建筑面积：124-189㎡,4,124.0,189.0,156.5,住宅,正常
1968,龙湖坤和亚伦·宸颂轩,上城,33400.0,3室/4室/建筑面积：108-139㎡,3,108.0,139.0,123.5,住宅,正常
1969,滨江坤和揽云锦绣里,拱墅,55000.0,4室/5室/建筑面积：183-263㎡,4,183.0,263.0,223.0,住宅,正常
1970,文樾上院,拱墅,51700.0,4室/建筑面积：180-183㎡,4,180.0,183.0,181.5,住宅,正常
1971,宋都如意溪湖,临安,22804.0,3室/4室/建筑面积：89-130㎡,3,89.0,130.0,109.5,住宅,正常
1972,新界2020,富阳,23975.0,3室/4室/建筑面积：95-125㎡,3,95.0,125.0,110.0,住宅,正常
1973,聆潮府,上城,33400.0,3室/4室/建筑面积：94-166㎡,3,94.0,166.0,130.0,住宅,正常
1974,金茂首开国樾,拱墅,49000.0,3室/4室/别墅/建筑面积：118-183㎡,3,118.0,183.0,150.5,别墅,正常
1975,西房杭语宸鹭院,临平,880.0,3室/4室/别墅/建筑面积：99-280㎡,3,99.0,280.0,189.5,别墅,正常
1976,中国中铁溪畔云璟府,富阳,20000.0,3室/4室/建筑面积：88-126㎡,3,88.0,126.0,107.0,住宅,正常
1977,荷源府,萧山,37000.0,3室/4室/建筑面积：89-165㎡,3,89.0,165.0,127.0,住宅,正常
1978,祥生云湖城,富阳,20500.0,3室/4室/建筑面积：89-143.49㎡,3,89.0,143.49,116.245,住宅,正常
1979,绿城春风金沙,钱塘,37500.0,3室/4室/建筑面积：106-165㎡,3,106.0,165.0,135.5,住宅,正常
1980,世宸名府,萧山,29700.0,3室/4室/建筑面积：89-137㎡,3,89.0,137.0,113.0,住宅,正常
1981,天琅府,萧山,36400.0,3室/4室/5室/建筑面积：98-173㎡,3,98.0,173.0,135.5,住宅,正常
1982,新希望华发锦粼云荟,萧山,32500.0,3室/4室/建筑面积：97-125㎡,3,97.0,125.0,111.0,住宅,正常
1983,三盛大家汝悦美境府,萧山,33500.0,3室/建筑面积：98-108㎡,3,98.0,108.0,103.0,住宅,正常
1984,滨江御滨府,滨江,55000.0,3室/4室/建筑面积：101-139㎡,3,101.0,139.0,120.0,住宅,正常
1985,宝龙旭辉城,临安,21815.0,3室/4室/建筑面积：95-142㎡,3,95.0,142.0,118.5,住宅,正常
1986,中天汀洲印月,临平,20800.0,3室/4室/建筑面积：98-127㎡,3,98.0,127.0,112.5,住宅,正常
1987,山湖印,临安,1500.0,别墅/建筑面积：543-890㎡,别墅,543.0,890.0,716.5,别墅,正常
1988,青漫里,萧山,25600.0,3室/4室/建筑面积：93.77-119.68㎡,3,93.77,119.68,106.725,住宅,正常
1989,怀石雅苑·春上雅庐,富阳,,别墅/建筑面积：130-130㎡,别墅,130.0,130.0,130.0,别墅,正常
1990,融信澜庭,杭州周边,15222.0,3室/4室/建筑面积：89-139㎡,3,89.0,139.0,114.0,住宅,正常
1991,恒大林溪郡,建德市,13700.0,3室/4室/建筑面积：98.18-141.86㎡,3,98.18,141.86,120.02000000000001,住宅,正常
1992,悦风荷锦庭,萧山,25613.0,3室/4室/别墅/建筑面积：95-137㎡,3,95.0,137.0,116.0,别墅,正常
1993,随塘,临平,19631.0,3室/4室/别墅/建筑面积：105-155㎡,3,105.0,155.0,130.0,别墅,正常
1994,融信展望,萧山,37500.0,3室/4室/建筑面积：103-139㎡,3,103.0,139.0,121.0,住宅,正常
1995,龙湖天瑄城住宅,上城,33400.0,3室/4室/建筑面积：98-128㎡,3,98.0,128.0,113.0,住宅,正常
1996,金隅观澜商业中心,钱塘,15000.0,商业/建筑面积：48-115㎡,商业,48.0,115.0,81.5,商业,正常
1997,香港置地上河公元,拱墅,30544.0,3室/4室/建筑面积：93-139㎡,3,93.0,139.0,116.0,住宅,正常
1998,华侨城芳菲与城,上城,35500.0,2室/3室/4室/别墅/建筑面积：97-157㎡,2,97.0,157.0,127.0,别墅,正常
1999,中铁诺德雅逸府,萧山,25790.0,3室/4室/建筑面积：87-140㎡,3,87.0,140.0,113.5,住宅,正常
2000,湖滨外滩,临安,20000.0,3室/4室/别墅/建筑面积：89-268㎡,3,89.0,268.0,178.5,别墅,正常
2001,顺源府,富阳,20940.0,3室/4室/建筑面积：89-120㎡,3,89.0,120.0,104.5,住宅,正常
2002,路劲银城澜仕里,临平,23000.0,3室/4室/建筑面积：89-139㎡,3,89.0,139.0,114.0,住宅,正常
2003,东原德信九章赋,萧山,27222.0,3室/4室/别墅/建筑面积：98-197㎡,3,98.0,197.0,147.5,别墅,正常
2004,西房万科良语久园,余杭,36198.0,3室/4室/别墅/建筑面积：93-217㎡,3,93.0,217.0,155.0,别墅,正常
2005,信达东莱府,上城,46000.0,3室/4室/建筑面积：89-132㎡,3,89.0,132.0,110.5,住宅,正常
2006,景瑞路劲海逸翠廷,临平,23000.0,3室/4室/建筑面积：89-125㎡,3,89.0,125.0,107.0,住宅,正常
2007,保利潮起云上府,萧山,49314.0,3室/建筑面积：97-121㎡,3,97.0,121.0,109.0,住宅,正常
2008,大家坤和美筑,萧山,33899.0,3室/4室/建筑面积：96-129㎡,3,96.0,129.0,112.5,住宅,正常
2009,杭语清澄,临平,23600.0,3室/4室/建筑面积：99-119㎡,3,99.0,119.0,109.0,住宅,正常
2010,荣安招商祥宸府,拱墅,40000.0,3室/4室/5室/建筑面积：100-178㎡,3,100.0,178.0,139.0,住宅,正常
2011,春来晓园,上城,50097.0,3室/4室/建筑面积：98-160㎡,3,98.0,160.0,129.0,住宅,正常
2012,海威天地,滨江,,商业/建筑面积：45-260㎡,商业,45.0,260.0,152.5,商业,正常
2013,融望之城,萧山,39788.0,3室/4室/建筑面积：99-130㎡,3,99.0,130.0,114.5,住宅,正常
2014,奥克斯金宸玖和府,萧山,35000.0,3室/4室/建筑面积：96-139㎡,3,96.0,139.0,117.5,住宅,正常
2015,景瑞晴海,萧山,33899.0,3室/建筑面积：98-98㎡,3,98.0,98.0,98.0,住宅,正常
2016,保亿阳光城丽光城,临安,21815.0,3室/4室/建筑面积：86-108㎡,3,86.0,108.0,97.0,住宅,正常
2017,滨江旭辉融信·朝闻花城,萧山,29800.0,3室/4室/建筑面积：89.04-118㎡,3,89.04,118.0,103.52000000000001,住宅,正常
2018,悦映城,临安,19250.0,3室/4室/别墅/建筑面积：89-155㎡,3,89.0,155.0,122.0,别墅,正常
2019,新希望美的长粼府,临平,34985.0,3室/4室/建筑面积：85-122㎡,3,85.0,122.0,103.5,住宅,正常
2020,栖江揽月轩,上城,66000.0,4室/5室/建筑面积：144-195㎡,4,144.0,195.0,169.5,住宅,正常
2021,金地滨与城,萧山,16100.0,3室/建筑面积：89-95㎡,3,89.0,95.0,92.0,住宅,正常
2022,赞成漫悦,萧山,28300.0,3室/4室/建筑面积：92.53-123.32㎡,3,92.53,123.32,107.925,住宅,正常
2023,杭辰星万里,临平,21400.0,3室/建筑面积：95-95㎡,3,95.0,95.0,95.0,住宅,正常
2024,临望宸府,萧山,16100.0,3室/4室/建筑面积：99-128㎡,3,99.0,128.0,113.5,住宅,正常
2025,绿都金科和宁文华府,拱墅,43000.0,3室/4室/建筑面积：105-139㎡,3,105.0,139.0,122.0,住宅,正常
2026,秋实宸悦,临平,20000.0,3室/4室/建筑面积：93-128㎡,3,93.0,128.0,110.5,住宅,正常
2027,保利滨江上品,上城,70520.0,4室/建筑面积：129-165㎡,4,129.0,165.0,147.0,住宅,正常
2028,东寰名邸,上城,30900.0,3室/4室/建筑面积：98-129㎡,3,98.0,129.0,113.5,住宅,正常
2029,滨江海名雅园,钱塘,16600.0,别墅/建筑面积：195-210㎡,别墅,195.0,210.0,202.5,别墅,正常
2030,承安HYGGE源翠府,临平,20600.0,3室/4室/建筑面积：89-115㎡,3,89.0,115.0,102.0,住宅,正常
2031,缦云府,临安,20640.0,别墅/建筑面积：140-150㎡,别墅,140.0,150.0,145.0,别墅,正常
2032,绿地艺尚府,临平,26172.0,3室/4室/建筑面积：89-120㎡,3,89.0,120.0,104.5,住宅,正常
2033,龙湖金地商置都会风华,上城,45000.0,4室/建筑面积：120-139㎡,4,120.0,139.0,129.5,住宅,正常
2034,融创江南壹号院,萧山,33000.0,3室/4室/5室/建筑面积：107-233㎡,3,107.0,233.0,170.0,住宅,正常
2035,融创金成臻蓝府,拱墅,36857.0,3室/4室/建筑面积：107-129㎡,3,107.0,129.0,118.0,住宅,正常
2036,理想臻品,临平,28000.0,3室/4室/5室/建筑面积：100-215㎡,3,100.0,215.0,157.5,住宅,正常
2037,万锦花苑,杭州周边,15083.0,3室/4室/别墅/建筑面积：85-160㎡,3,85.0,160.0,122.5,别墅,正常
2038,晓春城都会钱塘东区,钱塘,30000.0,3室/4室/建筑面积：89-123㎡,3,89.0,123.0,106.0,住宅,正常
2039,朗诗枫荟,临平,19500.0,商业/建筑面积：37-57㎡,商业,37.0,57.0,47.0,商业,正常
2040,滨江新希望拥潮府,萧山,38000.0,3室/4室/建筑面积：91-139㎡,3,91.0,139.0,115.0,住宅,正常
2041,皓玉府,上城,46500.0,4室/5室/别墅/建筑面积：124-200㎡,4,124.0,200.0,162.0,别墅,正常
2042,融信万科古翠隐秀,拱墅,54000.0,3室/4室/建筑面积：117-200㎡,3,117.0,200.0,158.5,住宅,正常
2043,久尚云筑,临平,28050.0,3室/4室/建筑面积：97-122㎡,3,97.0,122.0,109.5,住宅,正常
2044,越秀天萃名邸,上城,55584.0,3室/4室/建筑面积：107-125㎡,3,107.0,125.0,116.0,住宅,正常
2045,恒大国玺悦龙府,萧山,48967.0,4室/建筑面积：172-273㎡,4,172.0,273.0,222.5,住宅,正常
2046,路劲远洋江南院子,临平,19000.0,3室/4室/别墅/建筑面积：88-138㎡,3,88.0,138.0,113.0,别墅,正常
2047,联发溪语宸庐,拱墅,36871.0,3室/4室/建筑面积：115-139㎡,3,115.0,139.0,127.0,住宅,正常
2048,祥生绿都京杭府,临平,23600.0,4室/别墅/建筑面积：135-180㎡,4,135.0,180.0,157.5,别墅,正常
2049,杭房城发御东方,上城,30900.0,3室/4室/建筑面积：98-139㎡,3,98.0,139.0,118.5,住宅,正常
2050,华夏.之心,余杭,,3室/4室/建筑面积：89-168㎡,3,89.0,168.0,128.5,住宅,正常
2051,远洋湖映宸章,杭州周边,17369.0,3室/4室/建筑面积：94-142㎡,3,94.0,142.0,118.0,住宅,正常
2052,奥园华景川上锦宸府,临平,19500.0,3室/4室/别墅/建筑面积：89-166㎡,3,89.0,166.0,127.5,别墅,正常
2053,瑞城熙园,余杭,47000.0,别墅/建筑面积：189㎡,别墅,,,,别墅,正常
2054,普大福地,上城,31500.0,商业/建筑面积：45-55㎡,商业,45.0,55.0,50.0,商业,正常
2055,星河印象中心,临平,15000.0,商业/建筑面积：40-60㎡,商业,40.0,60.0,50.0,商业,正常
2056,绿城湖上春风,钱塘,37500.0,3室/4室/建筑面积：105-126㎡,3,105.0,126.0,115.5,住宅,正常
2057,寰汇,临平,18000.0,商业/建筑面积：42-147㎡,商业,42.0,147.0,94.5,商业,正常
2058,新希望锦畔云汀,临平,20800.0,3室/4室/建筑面积：98-120㎡,3,98.0,120.0,109.0,住宅,正常
2059,招商近湖花苑,淳安县,14000.0,3室/4室/建筑面积：102-139㎡,3,102.0,139.0,120.5,住宅,正常
2060,时代天境,余杭,22000.0,3室/4室/建筑面积：98-128㎡,3,98.0,128.0,113.0,住宅,正常
2061,新安郡,建德市,17000.0,3室/4室/建筑面积：89-120㎡,3,89.0,120.0,104.5,住宅,正常
2062,中海望庐,拱墅,56000.0,4室/建筑面积：139㎡,4,,,,住宅,正常
2063,滨康天曜城,滨江,51500.0,3室/4室/5室/建筑面积：110-195㎡,3,110.0,195.0,152.5,住宅,正常
2064,伟业熙境府,临平,19800.0,3室/4室/建筑面积：89-120㎡,3,89.0,120.0,104.5,住宅,正常
2065,建发华发江月望云,上城,53000.0,4室/5室/建筑面积：174-255㎡,4,174.0,255.0,214.5,住宅,正常
2066,路劲雨茗云舍,西湖,29775.0,3室/建筑面积：139㎡,3,,,,住宅,正常
2067,印奥湾星辰公寓,萧山,16000.0,商业/建筑面积：300㎡,商业,,,,商业,正常
2068,星麓七彩小镇,临平,27194.0,商业/建筑面积：36㎡,商业,,,,商业,正常
2069,东哲钱塘滙,钱塘,700.0,别墅/建筑面积：294.2㎡,别墅,,,,别墅,正常
2070,金科尚合府,拱墅,32000.0,3室/4室/建筑面积：94-139㎡,3,94.0,139.0,116.5,住宅,正常
2071,乐虹湾,萧山,47521.0,3室/4室/建筑面积：89-127㎡,3,89.0,127.0,108.0,住宅,正常
2072,赞成旭辉时代悦章,临平,21400.0,3室/4室/别墅/建筑面积：92-180㎡,3,92.0,180.0,136.0,别墅,正常
2073,东渡酩悦,上城,36333.0,商业/建筑面积：51㎡,商业,,,,商业,正常
2074,中海黄龙云起三里庐,西湖,58000.0,商业/建筑面积：300-311㎡,商业,300.0,311.0,305.5,商业,正常
2075,禹洲宋都望林府,拱墅,40000.0,1室/3室/4室/5室/建筑面积：50-187.96㎡,1,50.0,187.96,118.98,住宅,正常
2076,融信锦云澜天里,临安,19000.0,3室/建筑面积：80-115㎡,3,80.0,115.0,97.5,住宅,正常
2077,德信新希望长粼之宸,临平,30000.0,3室/4室/建筑面积：98-114.9㎡,3,98.0,114.9,106.45,住宅,正常
2078,荣安春熙上和湾,拱墅,47000.0,3室/4室/5室/建筑面积：94-167㎡,3,94.0,167.0,130.5,住宅,正常
2079,宋都如意云境,临平,23000.0,3室/4室/建筑面积：89-125㎡,3,89.0,125.0,107.0,住宅,正常
2080,绿城桂语钱塘,杭州周边,23000.0,3室/4室/建筑面积：89-133㎡,3,89.0,133.0,111.0,住宅,正常
2081,美麓美座,拱墅,25000.0,商业/建筑面积：31-37㎡,商业,31.0,37.0,34.0,商业,正常
2082,杰立同乔里,临平,28300.0,2室/3室/建筑面积：78-143㎡,2,78.0,143.0,110.5,住宅,正常
2083,溪风雅韵公寓,临安,10334.0,3室/4室/别墅/建筑面积：100-250㎡,3,100.0,250.0,175.0,别墅,正常
2084,华景川云流名邸,萧山,11000.0,3室/4室/建筑面积：95-130㎡,3,95.0,130.0,112.5,住宅,正常
2085,葛洲坝龙湖中杭府,西湖,47000.0,3室/4室/5室/别墅/建筑面积：160-245㎡,3,160.0,245.0,202.5,别墅,正常
2086,德信市心府,萧山,27222.0,别墅/建筑面积：197㎡,别墅,,,,别墅,正常
2087,中海云宸,滨江,53076.0,4室/建筑面积：139㎡,4,,,,住宅,正常
2088,中天富春诚品二期,富阳,23975.0,3室/建筑面积：100㎡,3,,,,住宅,正常
2089,蓝城郡安里沁山Villa,杭州周边,24360.0,别墅/建筑面积：142-160㎡,别墅,142.0,160.0,151.0,别墅,正常
2090,富春运河赋,临平,32712.0,建筑面积：55-60㎡,,55.0,60.0,57.5,住宅,正常
2091,千岛湖嘉苑,淳安县,13127.0,3室/4室/建筑面积：88-143㎡,3,88.0,143.0,115.5,住宅,正常
2092,联发藏珑玉墅,余杭,38049.0,4室/建筑面积：116-139㎡,4,116.0,139.0,127.5,住宅,正常
2093,城北公馆,富阳,16500.0,商业/建筑面积：48㎡,商业,,,,商业,正常
2094,中天钱塘玥,杭州周边,21000.0,3室/建筑面积：89-89㎡,3,89.0,89.0,89.0,住宅,正常
2095,融创望潮印第Ⅱ期公寓,萧山,26500.0,商业/建筑面积：39-44㎡,商业,39.0,44.0,41.5,商业,正常
2096,通策状元府,临安,17998.0,别墅/建筑面积：212-214㎡,别墅,212.0,214.0,213.0,别墅,正常
2097,华润置地亚奥城,萧山,47000.0,3室/4室/建筑面积：123-182㎡,3,123.0,182.0,152.5,住宅,正常
2098,融创滨江杭源御潮府,上城,72321.0,3室/4室/5室/建筑面积：123-190㎡,3,123.0,190.0,156.5,住宅,正常
2099,富力御江山小区,建德市,9000.0,2室/3室/4室/别墅/建筑面积：77-137㎡,2,77.0,137.0,107.0,别墅,正常
2100,海潮望月城,上城,69141.0,5室/7室/建筑面积：272-483㎡,5,272.0,483.0,377.5,住宅,正常
2101,御尚华庭,拱墅,47587.0,4室/建筑面积：136.72-197.99㎡,4,136.72,197.99,167.35500000000002,住宅,正常
2102,兴耀岚漫之城,钱塘,19800.0,3室/4室/建筑面积：103-128㎡,3,103.0,128.0,115.5,住宅,正常
2103,富春一品,建德市,10000.0,2室/3室/建筑面积：88.33-135㎡,2,88.33,135.0,111.66499999999999,住宅,正常
2104,南樾府,临安,19250.0,2室/3室/4室/建筑面积：68-73㎡,2,68.0,73.0,70.5,住宅,正常
2105,华润绿城杭樾润府,拱墅,46200.0,3室/4室/建筑面积：115-173㎡,3,115.0,173.0,144.0,住宅,正常
2106,义蓬购物中心,钱塘,16167.0,商业/建筑面积：45-46㎡,商业,45.0,46.0,45.5,商业,正常
2107,玲珑郡,临安,17775.0,3室/建筑面积：109-122㎡,3,109.0,122.0,115.5,住宅,正常
2108,千岛湖碧桂园泷悦,淳安县,13127.0,3室/4室/建筑面积：109-137㎡,3,109.0,137.0,123.0,住宅,正常
2109,时代滨江翡翠之星,萧山,33899.0,3室/4室/5室/建筑面积：89-138㎡,3,89.0,138.0,113.5,住宅,正常
2110,云溪别院,桐庐县,10000.0,3室/4室/建筑面积：128-134㎡,3,128.0,134.0,131.0,住宅,正常
2111,绿城桂冠东方,萧山,47000.0,2室/3室/4室/5室/建筑面积：98-217㎡,2,98.0,217.0,157.5,住宅,正常
2112,金成祥新云起未来,余杭,31000.0,3室/4室/建筑面积：98.75-130.31㎡,3,98.75,130.31,114.53,住宅,正常
2113,竹悦山水轩,临安,11000.0,2室/3室/建筑面积：59-89㎡,2,59.0,89.0,74.0,住宅,正常
2114,兴耀枫漫小筑,钱塘,19800.0,3室/4室/建筑面积：105-127㎡,3,105.0,127.0,116.0,住宅,正常
2115,星潮映象府,萧山,45000.0,3室/4室/建筑面积：150-250㎡,3,150.0,250.0,200.0,住宅,正常
2116,招商蛇口花屿观澜里,萧山,37500.0,3室/4室/建筑面积：102.75-138㎡,3,102.75,138.0,120.375,住宅,正常
2117,溪悦云和园,西湖,31400.0,3室/4室/建筑面积：98-140㎡,3,98.0,140.0,119.0,住宅,正常
2118,佳源海棠府,杭州周边,16858.0,3室/建筑面积：95-103㎡,3,95.0,103.0,99.0,住宅,正常
2119,畅享幸福里,萧山,17260.0,1室/2室/3室/4室/建筑面积：45-127㎡,1,45.0,127.0,86.0,住宅,正常
2120,花曜里,萧山,37500.0,3室/4室/建筑面积：97-120㎡,3,97.0,120.0,108.5,住宅,正常
2121,畅享幸福里公寓,萧山,18000.0,商业/建筑面积：44.87-47㎡,商业,44.87,47.0,45.935,商业,正常
2122,君铂府,萧山,16257.0,3室/4室/建筑面积：99-120㎡,3,99.0,120.0,109.5,住宅,正常
2123,众安蒲荷芸邸,余杭,37710.0,4室/建筑面积：123.84-144.97㎡,4,123.84,144.97,134.405,住宅,正常
2124,滨江望品,拱墅,35180.0,4室/5室/建筑面积：124-156㎡,4,124.0,156.0,140.0,住宅,正常
2125,绿城咏桂里,萧山,39500.0,3室/4室/建筑面积：104-164㎡,3,104.0,164.0,134.0,住宅,正常
2126,临之锦,临平,29000.0,2室/3室/建筑面积：90-132㎡,2,90.0,132.0,111.0,住宅,正常
2127,首开天青里,拱墅,35734.0,4室/建筑面积：105㎡,4,,,,住宅,正常
2128,品庐东岸,桐庐县,350.0,别墅/建筑面积：302㎡,别墅,,,,别墅,别墅价格异常低
2129,华鸿中南壹号院,桐庐县,16925.0,3室/4室/别墅/建筑面积：98-170㎡,3,98.0,170.0,134.0,别墅,正常
2130,嘉兴龙湖春江郦城,杭州周边,16316.0,3室/建筑面积：89㎡,3,,,,住宅,正常
2131,玉泉雅苑,建德市,14660.0,3室/建筑面积：89㎡,3,,,,住宅,正常
2132,申花印月,拱墅,43000.0,商业/建筑面积：38-47㎡,商业,38.0,47.0,42.5,商业,正常
2133,绿地宋都杭州世纪中心公寓,萧山,42667.0,建筑面积：532500㎡,,,,,住宅,正常
2134,慈岩印象新城,建德市,24083.0,建筑面积：85560㎡,,,,,住宅,正常
2135,绿城晓风印月,滨江,58660.0,建筑面积：214628㎡,,,,,住宅,正常
2136,绿城交投湖畔雲庐,余杭,52000.0,建筑面积：144730㎡,,,,,住宅,正常
2137,润东府,钱塘,18700.0,建筑面积：5500㎡,,,,,住宅,正常
2138,西溪曼哈顿,余杭,32800.0,建筑面积：109998㎡,,,,,住宅,正常
2139,富景,都会,,21000,,,,,住宅,正常
2140,路劲中景华庭,临平,29000.0,建筑面积：12432㎡,,,,,住宅,正常
2141,杭州栢悦中心,临平,23723.0,建筑面积：1800-1900㎡,,1800.0,1900.0,1850.0,住宅,正常
2142,星光荟商铺,西湖,20000.0,建筑面积：50㎡,,,,,住宅,正常
